0.4059253	1.09692
0.4769449	1.12526
0.7907103	1.454617
0.2483567	0.8606157
0.4798057	1.068654
0.4019148	1.153689
0.3677188	1.098332
0.46074	1.049854
0.6065892	1.189828
0.4884904	1.214294
0.8763036	1.615073
0.6436202	1.323367
0.6200112	1.330207
0.364226	0.9898524
0.4983991	1.286513
0.7216059	1.328114
0.5959186	1.254587
0.229896	0.8971345
0.7429816	1.415231
0.1609822	0.761877
0.2642395	0.7893196
0.4872608	1.181004
0.6060843	1.224232
0.2967523	0.8825939
0.9455221	1.666898
0.4581734	0.9870751
0.6111119	1.434101
