-0.1004572	0.1002096
-0.09965217	0.1034864
-0.09544928	0.1031148
-0.1106815	0.09341462
-0.1016004	0.1014664
-0.1196176	0.08569975
-0.09906162	0.1008037
-0.08329165	0.1026028
-0.1103457	0.0931205
-0.0975993	0.1084428
-0.1048046	0.08826544
-0.1210593	0.08684977
-0.1061399	0.1010375
-0.1091525	0.09648149
-0.09577948	0.1127511
-0.1049197	0.09278339
-0.1247665	0.08893205
-0.0867142	0.1098695
-0.09719106	0.08738614
-0.09739053	0.0971884
-0.1104238	0.09585959
-0.1092957	0.09667818
-0.09757696	0.09796139
-0.1029876	0.0928564
-0.1041402	0.09104436
-0.1009192	0.1017982
-0.1081605	0.09379688
