-0.09483712	0.0914192
-0.09688135	0.09708066
-0.1067711	0.09855022
-0.09459636	0.09514981
-0.0955735	0.09975323
-0.1040846	0.09908569
-0.0942717	0.1066247
-0.109307	0.08182671
-0.09427015	0.1012695
-0.0995742	0.09507618
-0.1083431	0.1073113
-0.1004441	0.08615081
-0.09629026	0.09856187
-0.09826893	0.09972048
-0.09630804	0.09809213
-0.1087816	0.1010472
-0.101335	0.08979359
-0.09425216	0.09844306
-0.1114514	0.09904545
-0.09927187	0.08878249
-0.112625	0.08915316
-0.09408864	0.09770405
-0.1125738	0.096798
-0.125346	0.08134343
-0.1051602	0.1061126
-0.115548	0.09812825
-0.1011494	0.09168775
