0.7002433	0.9987866
-0.04164372	0.1724864
0.6738464	0.9585634
-0.08391998	0.05537653
-0.1172217	0.03297818
0.4897199	0.7331822
-0.08318605	0.1106955
-0.04550615	0.1388735
-0.03271414	0.1188628
0.7734266	1.049446
-0.06358204	0.08700291
-0.1325426	0.03120965
-0.05981652	0.1204084
-0.1225155	0.04171134
0.6943743	0.9729357
-0.1751209	0.02213379
-0.1111109	0.06537296
-0.03736307	0.1119389
-0.09171179	0.0859755
-0.01479596	0.1564465
0.6524134	0.9501783
0.007562703	0.2463939
-0.1022754	0.0862829
-0.05961463	0.08962007
0.01302073	0.2229317
-0.1265691	0.03533558
-0.07317223	0.1138652
0.678276	0.9877296
-0.1066359	0.05291411
-0.06056571	0.1066523
-0.04222257	0.1135559
-0.1518071	0.01632216
-0.1054401	0.07669243
0.00588688	0.1824631
-0.1201716	0.03148564
0.67983	0.9621094
-0.09235336	0.0556627
-0.07115953	0.08212947
-0.06897418	0.08103587
-0.1350796	0.02351821
0.003587475	0.2120454
0.009527205	0.1883304
-0.1099812	0.04428095
0.016474	0.2141878
0.6146978	0.8825056
-0.01431179	0.1875781
-0.1594253	0.02879452
-0.09274316	0.04041609
-0.07714345	0.1109366
-0.03711993	0.1191462
-0.04705287	0.1638376
-0.01044999	0.212574
-0.1074232	0.04713923
-0.05000925	0.1003108
0.6462994	0.9330256
-0.03564229	0.09555389
-0.06263511	0.06638752
-0.05301275	0.0897782
-0.1213612	0.02638312
-0.1015652	0.06006028
-0.1114493	0.02900111
-0.086062	0.04938708
-0.03200098	0.1358831
-0.04171502	0.1060874
-0.01475423	0.1244779
0.3902676	0.6094556
-0.06875962	0.1250667
-0.002622124	0.2195889
-0.07272723	0.05962923
-0.05515044	0.1107994
-0.08419443	0.07164547
-0.1848018	0.007767685
-0.1197794	0.07012473
-0.09837227	0.0594404
-0.060661	0.08649379
-0.1144108	0.05532626
-0.0461293	0.08065853
0.5443038	0.8663443
-0.1191079	0.05778167
-0.1075964	0.1015516
-0.06213716	0.06710309
-0.1194337	0.07561724
-0.09242039	0.07139162
-0.01889795	0.1798689
-0.1616675	0.04196652
-0.104825	0.0595547
-0.05216318	0.09602146
-0.1066714	0.07057774
-0.04454698	0.07794686
-0.02685023	0.2115328
0.5406139	0.8895235
-0.05624721	0.1320344
-0.1393448	0.05930831
-0.05281135	0.09163461
0.02537025	0.243763
-0.09518046	0.05632174
-0.1530946	0.03085341
-0.01101018	0.2141084
-0.1576498	0.0089191
-0.1414313	0.02004802
-0.07733605	0.1057702
-0.06680592	0.06899379
-0.0199851	0.1921828
-0.02304372	0.2130102
0.7248697	1.010894
-0.07852597	0.1084369
-0.138245	0.04296219
-0.1172991	0.03591627
-0.01533549	0.1713031
-0.07079723	0.07752321
-0.02664006	0.1710478
-0.07692561	0.1199279
-0.09827324	0.06693642
-0.1202052	0.02903499
-0.05457169	0.1436051
-0.08030099	0.04927467
-0.07972993	0.1029725
-0.03414033	0.1887024
0.02937301	0.2600876
0.6226562	0.9269034
-0.08118767	0.07121823
-0.03489892	0.1276403
-0.07077262	0.09731668
-0.04737784	0.103862
0.05190481	0.2878683
-0.01281058	0.1641919
-0.03586054	0.121251
-0.08904313	0.07840763
-0.07502317	0.1005296
-0.0276965	0.1236576
-0.1096134	0.03581166
-0.04250329	0.1087602
-0.03289388	0.1227265
-0.04882592	0.1092681
-0.03742272	0.121314
0.5261485	0.8330017
-0.1305003	0.05892054
-0.02917927	0.1844176
-0.03791875	0.09856917
-0.1479991	0.03142695
-0.03407085	0.1180879
-0.07474866	0.1231647
-0.1541117	0.03986356
-0.08440287	0.06973786
-0.02632861	0.1328215
-0.08687534	0.09884329
-0.07908148	0.04786911
-0.02715979	0.187743
-0.01640958	0.2243071
-0.1280787	0.05638147
-0.1572304	0.03465082
-0.02805446	0.1331596
0.6020898	0.9299243
-0.09165312	0.1020673
-0.1175338	0.05919673
-0.04323435	0.1040029
-0.04399564	0.1422863
-0.03611464	0.1391694
-0.03904366	0.156393
-0.006788712	0.2044302
-0.03117964	0.1436509
-0.0353257	0.1300618
-0.1260041	0.08641694
-0.06903653	0.05887102
-0.1260118	0.04384048
