0.4762234	1.220322
0.5157192	1.290829
0.7174732	1.438755
0.3271966	0.9846032
0.4669318	1.056719
0.5495437	1.231202
0.4449769	1.227567
0.4421366	1.040285
0.5525983	1.200177
0.5737908	1.293394
0.7629537	1.570667
0.6653014	1.541296
0.6493903	1.574858
0.3669934	1.126929
0.6194942	1.368385
0.7023876	1.313442
0.5719788	1.431819
0.2632548	0.9058725
0.681096	1.423807
0.2283666	0.8380921
0.2762334	0.8568535
0.5166721	1.253633
0.5399496	1.272738
0.2813309	0.9194439
0.9125194	1.6904
0.4008634	0.9997801
0.7200677	1.536124
